Strategy,Coverage,R_value,Size
AV,1,1,17,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,6,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,3,
AV,1,1,16,
AV,1,1,3,
AV,1,1,2,
AV,1,1,343,
AV,1,1,12,
AV,1,1,1,
AV,1,1,5,
AV,1,1,2,
AV,1,1,2,
AV,1,1,4,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,4,
AV,1,1,1,
AV,1,1,1,
AV,1,1,207,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,3,
AV,1,1,2,
AV,1,1,1,
AV,1,1,20,
AV,1,1,1,
AV,1,1,2,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,5,
AV,1,1,1,
AV,1,1,544,
AV,1,1,1,
AV,1,1,7,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,5,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,2,
AV,1,1,1,
AV,1,1,4,
AV,1,1,5,
AV,1,1,4,
AV,1,1,1,
AV,1,1,1,
AV,1,1,12,
AV,1,1,1,
AV,1,1,34,
AV,1,1,1,
AV,1,1,6,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,6,
AV,1,1,1,
AV,1,1,3,
AV,1,1,7,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,5,
AV,1,1,1,
AV,1,1,1,
AV,1,1,24850,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,11,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,4,
AV,1,1,2,
AV,1,1,1,
AV,1,1,3,
AV,1,1,2,
AV,1,1,1,
AV,1,1,4,
AV,1,1,1,
AV,1,1,20,
AV,1,1,13,
AV,1,1,1,
AV,1,1,3,
AV,1,1,2,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,189,
AV,1,1,7,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,20063,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,225,
AV,1,1,1,
AV,1,1,4,
AV,1,1,11,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,10,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,43,
AV,1,1,1,
AV,1,1,43,
AV,1,1,1,
AV,1,1,3,
AV,1,1,43775,
AV,1,1,4,
AV,1,1,3,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,205,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,17,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,4,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,13,
AV,1,1,5061,
AV,1,1,15506,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,928,
AV,1,1,1,
AV,1,1,1,
AV,1,1,578,
AV,1,1,1,
AV,1,1,2,
AV,1,1,8,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,205,
AV,1,1,1,
AV,1,1,14908,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,4,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,7394,
AV,1,1,6,
AV,1,1,18,
AV,1,1,1,
AV,1,1,6813,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,4,
AV,1,1,7,
AV,1,1,1,
AV,1,1,6,
AV,1,1,2,
AV,1,1,3,
AV,1,1,1,
AV,1,1,2,
AV,1,1,11,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,8,
AV,1,1,4,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,3,
AV,1,1,2,
AV,1,1,4,
AV,1,1,1,
AV,1,1,5,
AV,1,1,5,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,5,
AV,1,1,1,
AV,1,1,1,
AV,1,1,5,
AV,1,1,1,
AV,1,1,1,
AV,1,1,49072,
AV,1,1,611,
AV,1,1,1,
AV,1,1,8,
AV,1,1,1,
AV,1,1,1,
AV,1,1,5,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,17,
AV,1,1,2,
AV,1,1,2,
AV,1,1,1,
AV,1,1,152,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,19,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,2,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,6,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,19,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,6,
AV,1,1,10,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,64,
AV,1,1,10,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,9,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,6,
AV,1,1,1,
AV,1,1,5,
AV,1,1,15,
AV,1,1,4,
AV,1,1,2,
AV,1,1,1,
AV,1,1,66,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,4,
AV,1,1,17,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,4,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,4,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,9063,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,2,
AV,1,1,231,
AV,1,1,4,
AV,1,1,1,
AV,1,1,214,
AV,1,1,1,
AV,1,1,13,
AV,1,1,26,
AV,1,1,1,
AV,1,1,1,
AV,1,1,19916,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,5,
AV,1,1,39,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,6,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,5,
AV,1,1,1,
AV,1,1,1,
AV,1,1,16909,
AV,1,1,5,
AV,1,1,236,
AV,1,1,1,
AV,1,1,6,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,6,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,6,
AV,1,1,1,
AV,1,1,26,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,14,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,4,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3488,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3039,
AV,1,1,1,
AV,1,1,35610,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,12,
AV,1,1,3,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,3,
AV,1,1,2,
AV,1,1,2,
AV,1,1,1,
AV,1,1,107,
AV,1,1,1,
AV,1,1,5,
AV,1,1,5,
AV,1,1,1,
AV,1,1,72209,
AV,1,1,1,
AV,1,1,2,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,12,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,12,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,4,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,31,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,5,
AV,1,1,358,
AV,1,1,1,
AV,1,1,101,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,7,
AV,1,1,1,
AV,1,1,6,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,8,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,34,
AV,1,1,3,
AV,1,1,123,
AV,1,1,60,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,5,
AV,1,1,1,
AV,1,1,6,
AV,1,1,60547,
AV,1,1,1,
AV,1,1,2,
AV,1,1,2,
AV,1,1,1,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,1,
AV,1,1,3,
AV,1,1,1,
AV,1,1,1,
AV,1,1,2,
AV,1,1,7,
AV,1,1,16,
AV,1,1,2,
AV,1,1,1,
AV,1,1,7,
AV,1,1,1,
AV,1,1,2,
AV,1,1,21,
AV,1,1,4,
AV,1,1,2,
AV,1,1,1,
AV,1,1,1,
AV,1,1,4451,
AV,1,1,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,4,
AV,1,1.2,6,
AV,1,1.2,7,
AV,1,1.2,22,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,14,
AV,1,1.2,1,
AV,1,1.2,5,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,7,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,67,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,42,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,5,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,17,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,8,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,16,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,5,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,10,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,19,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,33,
AV,1,1.2,1,
AV,1,1.2,28,
AV,1,1.2,7,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,58,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,32,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,12311,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,7,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,9,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,128,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,5,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,95,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,3,
AV,1,1.2,13,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,35,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,2806,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,11,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,3,
AV,1,1.2,2,
AV,1,1.2,44,
AV,1,1.2,1,
AV,1,1.2,26,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,70,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,58,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,13,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,5065,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,254,
AV,1,1.2,80,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,766,
AV,1,1.2,12559,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,10762,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,544,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,16,
AV,1,1.2,2663,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,42,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,21,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,14,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,5,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,14558,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,536,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,329,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3326,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,19,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,24,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,18,
AV,1,1.2,1,
AV,1,1.2,9,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,320,
AV,1,1.2,37624,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,28,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,88,
AV,1,1.2,2,
AV,1,1.2,41,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1842,
AV,1,1.2,1,
AV,1,1.2,17,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,5,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,61,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,11,
AV,1,1.2,1,
AV,1,1.2,40548,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,6,
AV,1,1.2,1,
AV,1,1.2,30713,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,31636,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,154,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,24,
AV,1,1.2,5,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,42,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,19,
AV,1,1.2,41,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,17880,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,9,
AV,1,1.2,1,
AV,1,1.2,12,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,20085,
AV,1,1.2,2,
AV,1,1.2,632,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,43,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,18,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,10,
AV,1,1.2,1,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,13,
AV,1,1.2,1,
AV,1,1.2,7,
AV,1,1.2,3,
AV,1,1.2,1,
AV,1,1.2,8,
AV,1,1.2,2,
AV,1,1.2,2,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,7,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
AV,1,1.2,3,
AV,1,1.2,2,
AV,1,1.2,166,
AV,1,1.2,1,
AV,1,1.2,663,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,4,
AV,1,1.2,4,
AV,1,1.2,1,
AV,1,1.2,1,
AV,1,1.2,2,
